colour	x	y	group	showSelectedlegendcolour
#FF0000	1	1	1	BIC
#FF0000	0.999648506151142	1	1	BIC
#FF0000	1	1	1	BIC
#FF0000	0.999648506151142	1	1	BIC
#FF0000	0.999297012302285	1	1	BIC
#FF0000	0.998945518453427	1	1	BIC
#FF0000	0.99859402460457	1	1	BIC
#FF0000	0.998242530755712	1	1	BIC
#FF0000	0.997891036906854	1	1	BIC
#FF0000	0.997539543057997	1	1	BIC
#FF0000	0.997188049209139	1	1	BIC
#FF0000	0.996836555360281	1	1	BIC
#FF0000	0.996485061511424	1	1	BIC
#FF0000	0.996133567662566	1	1	BIC
#FF0000	0.995782073813708	1	1	BIC
#FF0000	0.995430579964851	1	1	BIC
#FF0000	0.995079086115993	1	1	BIC
#FF0000	0.994727592267135	1	1	BIC
#FF0000	0.994376098418278	1	1	BIC
#FF0000	0.99402460456942	1	1	BIC
#FF0000	0.993673110720562	1	1	BIC
#FF0000	0.993321616871705	1	1	BIC
#FF0000	0.992970123022847	1	1	BIC
#FF0000	0.992618629173989	1	1	BIC
#FF0000	0.992267135325132	1	1	BIC
#FF0000	0.991915641476274	1	1	BIC
#FF0000	0.991564147627417	1	1	BIC
#FF0000	0.991212653778559	1	1	BIC
#FF0000	0.990861159929701	1	1	BIC
#FF0000	0.990509666080844	1	1	BIC
#FF0000	0.990158172231986	1	1	BIC
#FF0000	0.989806678383128	1	1	BIC
#FF0000	0.989455184534271	1	1	BIC
#FF0000	0.989103690685413	1	1	BIC
#FF0000	0.988752196836555	1	1	BIC
#FF0000	0.988400702987698	1	1	BIC
#FF0000	0.98804920913884	1	1	BIC
#FF0000	0.987697715289982	1	1	BIC
#FF0000	0.987346221441125	1	1	BIC
#FF0000	0.986994727592267	1	1	BIC
#FF0000	0.986643233743409	1	1	BIC
#FF0000	0.986291739894552	1	1	BIC
#FF0000	0.985940246045694	1	1	BIC
#FF0000	0.985588752196836	1	1	BIC
#FF0000	0.985237258347979	1	1	BIC
#FF0000	0.984885764499121	1	1	BIC
#FF0000	0.984534270650264	1	1	BIC
#FF0000	0.984885764499121	1	1	BIC
#FF0000	0.984534270650264	1	1	BIC
#FF0000	0.984182776801406	1	1	BIC
#FF0000	0.983831282952548	1	1	BIC
#FF0000	0.983479789103691	1	1	BIC
#FF0000	0.983128295254833	1	1	BIC
#FF0000	0.982776801405975	1	1	BIC
#FF0000	0.982425307557118	1	1	BIC
#FF0000	0.98207381370826	1	1	BIC
#FF0000	0.981722319859403	1	1	BIC
#FF0000	0.981370826010545	1	1	BIC
#FF0000	0.981019332161687	1	1	BIC
#FF0000	0.98066783831283	1	1	BIC
#FF0000	0.980316344463972	1	1	BIC
#FF0000	0.979964850615114	1	1	BIC
#FF0000	0.979613356766257	1	1	BIC
#FF0000	0.979261862917399	1	1	BIC
#FF0000	0.978910369068541	1	1	BIC
#FF0000	0.978558875219684	1	1	BIC
#FF0000	0.978207381370826	1	1	BIC
#FF0000	0.977855887521968	1	1	BIC
#FF0000	0.977504393673111	1	1	BIC
#FF0000	0.977152899824253	1	1	BIC
#FF0000	0.976801405975395	1	1	BIC
